Close,High,Low,Open
113.05000305175781,113.05999755859375,112.91999816894531,113.04000091552734
113.05000305175781,113.0999984741211,112.91999816894531,113.05000305175781
112.87000274658203,113.04000091552734,112.80000305175781,113.04000091552734
112.58999633789062,112.88999938964844,112.58000183105469,112.87000274658203
112.69999694824219,112.80000305175781,112.54000091552734,112.58999633789062
112.66999816894531,112.75,112.58999633789062,112.70999908447266
112.61000061035156,112.80999755859375,112.61000061035156,112.69999694824219
112.5999984741211,112.69999694824219,112.55000305175781,112.6500015258789
112.94999694824219,112.98999786376953,112.36000061035156,112.5199966430664
113.01000213623047,113.13999938964844,112.87999725341797,112.94999694824219
113.0,113.0999984741211,112.98999786376953,113.01000213623047
112.93000030517578,113.2300033569336,112.9000015258789,113.0
112.7699966430664,112.94000244140625,112.68000030517578,112.94000244140625
112.6500015258789,112.9000015258789,112.61000061035156,112.7300033569336
112.58000183105469,112.7300033569336,112.56999969482422,112.66000366210938
112.4000015258789,112.55999755859375,112.37000274658203,112.55999755859375
112.44000244140625,112.55999755859375,112.30000305175781,112.33999633789062
112.2300033569336,112.38999938964844,112.22000122070312,112.33000183105469
112.16999816894531,112.48999786376953,112.16000366210938,112.2300033569336
112.37999725341797,112.41000366210938,112.16000366210938,112.20999908447266
112.1500015258789,112.38999938964844,112.1500015258789,112.33999633789062
112.05000305175781,112.25,112.02999877929688,112.1500015258789
112.0999984741211,112.19000244140625,112.02999877929688,112.04000091552734
111.94999694824219,111.98999786376953,111.7300033569336,111.94999694824219
111.61000061035156,111.94000244140625,111.5,111.94000244140625
111.66999816894531,111.83999633789062,111.54000091552734,111.55999755859375
111.56999969482422,111.7300033569336,111.45999908447266,111.7300033569336
111.23999786376953,111.58000183105469,111.12000274658203,111.52999877929688
111.1500015258789,111.25,111.12000274658203,111.23999786376953
111.38999938964844,111.45999908447266,111.01000213623047,111.0999984741211
111.13999938964844,111.38999938964844,111.08000183105469,111.38999938964844
110.81999969482422,111.12999725341797,110.70999908447266,111.02999877929688
110.83000183105469,111.0,110.66000366210938,110.80999755859375
110.77999877929688,110.88999938964844,110.62999725341797,110.83000183105469
110.55000305175781,110.79000091552734,110.5,110.69999694824219
110.87000274658203,111.11000061035156,110.43000030517578,110.55000305175781
110.83999633789062,110.94999694824219,110.72000122070312,110.87999725341797
111.08000183105469,111.18000030517578,110.81999969482422,110.83999633789062
111.06999969482422,111.1500015258789,110.94000244140625,111.08000183105469
111.06999969482422,111.13999938964844,111.0199966430664,111.06999969482422
110.88999938964844,111.06999969482422,110.7699966430664,111.06999969482422
110.68000030517578,110.88999938964844,110.6500015258789,110.8499984741211
110.0,110.72000122070312,110.0,110.68000030517578
109.62000274658203,110.12000274658203,109.56999969482422,110.01000213623047
109.54000091552734,109.9000015258789,109.48999786376953,109.70999908447266
109.80000305175781,109.81999969482422,109.55000305175781,109.58000183105469
109.41999816894531,109.80000305175781,109.41999816894531,109.80000305175781
109.19000244140625,109.44999694824219,109.11000061035156,109.44000244140625
108.66000366210938,109.23999786376953,108.66000366210938,109.23999786376953
108.5999984741211,108.80000305175781,108.45999908447266,108.66999816894531
